135,Temporary #sxsw apple store. Apple being sneaky as usual  {link},1,['sxsw'],[],False,"['temporary', 'apple', 'store', 'apple', 'sneaky', 'usual', 'link']"
136,Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,0,['sxsw'],[],False,"['anyone', 'popup', 'apple', 'store', 'austin', 'thats', 'gotta', 'hopping', 'place', 'today']"
137,   @mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.  ,1,['sxsw'],[],False,"['beta', 'testing', 'interactive', 'book', 'ipad', 'app', 'moonbot', 'studio', 'louisiana', 'cool', 'app']"
138,Apple won #SxSW from day one. Seeing a TON of #iPad2,1,"['sxsw', 'ipad2']",[],False,"['apple', 'day', 'one', 'seeing', 'ton']"
139,Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,0,['sxsw'],[],True,"['anyone', 'chance', 'check', 'popup', 'apple', 'store', 'wondering', 'worth', 'trek', 'convention', 'center']"
140,   @mention #sxsw ipad store sold out of everything except 64gig wifi only white   @mention Did you manage to get yours?,1,['sxsw'],[],False,"['ipad', 'store', 'sold', 'everything', 'except', 'gig', 'wifi', 'white', 'manage', 'get']"
141,   @mention #sxsw ipad store sold out of everything except 64gig wifi only white   also known as the white jeans configuration.,1,['sxsw'],[],False,"['ipad', 'store', 'sold', 'everything', 'except', 'gig', 'wifi', 'white', 'also', 'known', 'white', 'jean', 'configuration']"
142,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,1,"['sxsw', 'sxsw', 'sxsw']",[],False,"['offered', 'ipad', 'promo', 'ninjafinder', 'user', 'fan', 'suck']"
143,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,0,['sxsw'],[],False,"['austin', 'conference', 'google', 'search', 'interactive', 'music', 'film']"
144,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,0,['sxsw'],[],False,"['anyone', 'know', 'apple', 'selling', 'ipad']"
145,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,0,['sxsw'],[],False,"['anyone', 'know', 'apple', 'store', 'ha', 'new', 'shipment', 'ipads', 'yet']"
146,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,0,"['sxsw', 'iphone', 'edre', 'edtech', 'eduvc', 'fight', 'paddle']",[],False,"['marc', 'ecko', 'launch', 'app', 'autodial', 'political', 'change', 'link']"
147,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,1,"['sxsw', 'iphone', 'lp', 'travel']",[],False,"['lonelyplanet', 'austin', 'guide', 'free', 'limited', 'time', 'link']"
148,"More free #SXSW mp3 downloads, this time from iTunes: {link}",0,['sxsw'],[],False,"['free', 'mp', 'downloads', 'time', 'itunes', 'link']"
149,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,0,['sxsw'],[],False,"['anyone', 'heading', 'aclu', 'event', 'seen', 'owt', 'google', 'circle']"
150,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,0,['sxsw'],[],False,"['prompt', 'memory', 'go', 'google', 'map', 'describe', 'childhood', 'walk']"
151,The Apple #SXSW store still has iPad 2's and short lines.,1,['sxsw'],[],False,"['apple', 'store', 'still', 'ha', 'ipad', 'short', 'line']"
152,Essential #sxsw tools: {link},0,['sxsw'],[],False,"['essential', 'tool', 'link']"
153,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",1,['sxsw'],[],False,"['left', 'tradeshow', 'demo', 'google', 'theatre', 'ok', 'get', 'see', 'presenter', 'using']"
154,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",0,['sxsw'],[],False,"['following', 'tweet', 'google', 'realtime', 'four', 'platform', 'tweet', 'deck', 'listening', 'panel', 'realizing', 'im', 'spoken', 'one', 'today']"
155,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,0,['sxsw'],[],False,"['anyone', 'want', 'ipad', 'im', 'line', 'pick', 'one', 'someone', 'willing', 'pay', 'grab']"
156,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,1,"['sxsw', 'ipad2']",[],False,"['anyone', 'want', 'make', 'quick', 'hundred', 'dollar', 'new', 'ad', 'hoc', 'apple', 'store', 'get', 'hundred', 'plus', 'cost']"
157,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),0,['sxsw'],[],False,"['solving', 'induced', 'iphoneintoilet', 'crisis', 'apple', 'store', 'crisis']"
158,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",1,['sxsw'],[],False,"['monday', 'barry', 'diller', 'new', 'york', 'time', 'congress', 'lunch', 'w', 'hotel', 'party', 'google', 'party', 'six', 'dirty', 'martini', 'monday']"
159,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,0,"['sxsw', 'lp']",[],False,"['attending', 'austin', 'guide', 'free', 'download', 'itunes', 'link']"
160,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",-1,['sxsw'],[],False,"['seriously', 'testing', 'mobile', 'apps', 'constant', 'ipad', 'crash', 'causing', 'lost', 'schedule', 'sync', 'wp']"
161,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,1,"['sxsw', 'sxsw', 'sxswi']",[],True,"['ready', 'iphone', 'apps', 'make', 'ur', 'blogging', 'easier', 'link']"
162,ipad2 and #sxsw...a conflagration of doofusness.  {link},-1,['sxsw'],[],True,"['ipad', 'conflagration', 'doofusness', 'link']"
163,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,1,"['sxsw', 'sxsw']",[],False,"['attention', 'er', 'link', 'rumored', 'popup', 'temporary', 'apple', 'store', 'ipad', 'launch', 'need']"
164,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},1,"['sxswi', 'ipad', 'sxsw']","[':-)', ':-)']",False,"['went', 'wa', 'lousy', 'link']"
165,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},0,"['sxsw', 'sxswi', 'b', 'sides', 'austin']",[],False,"['hey', 'folk', 'want', 'learn', 'security', 'come', 'link']"
166,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,0,"['sxswi', 'sxsw']",[],False,"['attending', 'work', 'iphone', 'ipad', 'game', 'development', 'looking', 'hire', 'austinbased', 'io', 'developer', 'im', 'man', 'lets', 'talk']"
167,This is a #WINNING picture #android #google #sxsw {link},1,"['winning', 'android', 'google', 'sxsw']",[],False,"['picture', 'link']"
168,GSD&amp;M   Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,0,['sxsw'],[],False,"['gsd', 'google']"
169,GSD&amp;M   Google Industry Party #SXSW @mention great to meet you  {link},0,['sxsw'],[],False,"['gsd', 'google', 'industry', 'party', 'great', 'meet', 'link']"
170,"You spent $1,000  to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",-1,"['ipad2', 'sxsw']",[],False,"['spent', 'come', 'sxsw', 'youve', 'already', 'used', 'ipad', 'wait', 'couple', 'city', 'block', 'link']"
171,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,1,"['sxsw', 'pro', 'tip']",[],False,"['behind', 'email', 'give', 'line', 'iphone', 'composed', 'reply']"
172,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,1,['sxsw'],[],False,"['like', 'pm', 'night', 'line', 'around', 'block', 'popup', 'apple', 'store', 'selling', 'ipad']"
173,.@mention 1154 free songs from #SXSW (this year alone!) {link},0,['sxsw'],[],False,"['free', 'song', 'year', 'alone', 'link']"
174,more than 150 million mobile users for Google Maps for Mobile #SXSW,0,['sxsw'],[],False,"['million', 'mobile', 'user', 'google', 'map', 'mobile']"
175,Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,0,['sxsw'],[';P'],False,"['currently', 'people', 'line', 'quot', 'apple', 'store']"
176,"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",0,['sxsw'],[],False,"['ipad', 'available', 'gb', 'wifionly', 'model', 'plus', 'optional', 'leather', 'smart', 'cover']"
177,    We love 2 entertain you  _Please don  t be grateful!   _ {link}   _ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,0,"['edchat', 'musedchat', 'sxs', 'w', 'sxswi', 'classical', 'new', 'twitter']",[],False,"['love', 'entertain', 'please', 'grateful', 'link']"
178,Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,0,"['sxsw', 'sxswi']",[],False,"['le', 'hour', 'announce', 'detail', 'ipad', 'giveaway']"
179,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",-1,['sxsw'],[],False,"['im', 'ipad', 'seen', 'wild', 'people', 'say', 'fast', 'still', 'pic', 'terrible']"
180,(The iPad 2 queue at #sxsw of course,0,['sxsw'],[],False,"['ipad', 'queue', 'course']"
181,The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},1,"['ipad', 'sxsw']",[],False,"['take', 'video', 'link']"
182,many iPad 2's snapping away at the keynote slides! #sxsw,1,['sxsw'],[],False,"['many', 'ipad', 'snapping', 'away', 'keynote', 'slide']"
183,Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,0,"['winning', 'sxsw']",[],False,"['apple', 'ha', 'user', 'credit', 'card', 'syncd', 'itunes', 'one', 'click', 'purchase', ' ']"
184,Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,0,"['cnngrill', 'sxsw']",[],True,"['nd', 'cocktail', 'texas', 'snowflake', 'google']"
185,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,1,"['sxsw', 'sxswi']",[],False,"['new', 'post', 'iphone', 'apps', 'well', 'using', 'south', 'southwest', 'interactive', 'link']"
186,New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},0,"['sxsw', 'sxswi']",[],False,"['new', 'post', 'iphone', 'apps', 'well', 'using', 'south', 'southwest', 'interactive', 'link']"
187,sweet new 3-d google maps demo going on in ballroom D #SXSW,1,['sxsw'],[],False,"['sweet', 'new', 'google', 'map', 'demo', 'going', 'ballroom']"
188,More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,1,['sxsw'],[],False,"['million', 'mile', 'per', 'day', 'driving', 'google', 'map', 'navigation']"
189,rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider     about 250 people! Only one more hour. ' #sxsw,0,"['ipad2', 'sxsw']",[],False,"['rt', 'p', 'line', 'apple', 'store', 'longer', 'wider', 'people', 'one', 'hour']"
190,"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",0,['sxsw'],[':)'],False,"['u', 'smart', 'packing', 'extra']"
191,"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",0,"['sxsw', 'lbswars']",[],False,"['wonder', 'sqwill', 'attempt', 'block', 'gowalla', 'crosscheckins', 'way', 'facebook', 'blocked', 'googles', 'contact', 'connection']"
192,"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",0,"['sxsw', 'rhjr_ux5']",[],False,"['check', 'step', 'bulletproof', 'ux', 'strategy', 'sxsw', 'link', 'link']"
193,"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",0,['sxsw'],[],False,"['wandering', 'th', 'street', 'girl', 'stopped', 'ceviche', 'mojitos', 'apple', 'juice', 'ice', 'cream']"
194,"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",1,['sxsw'],[],False,"['youre', 'band', 'want', 'share', 'track', 'audience', 'stage', 'use', 'frostwire', 'android', 'theres', 'wifi', 'available']"
195,We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,0,"['google', 'sxsw']",[],False,"['weve', 'got', 'busy', 'week', 'ahead', 'new', 'book', 'apps', 'available', 'amazon', 'attending']"
196,"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",0,['sxsw'],[],False,"['believe', 'went', 'aussie']"
197,   @mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,0,"['sxsw', 'sxsw']",[],False,"['google', 'spreadsheet', 'party', 'year', 'oo', 'link', 'plan', 'going', 'party']"
198,"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",0,['sxsw'],[],False,"['wa', 'guy', 'line', 'apples', 'popup', 'store', 'sixth', 'street', 'austin', 'im', 'guy', 'told']"
199,if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,1,"['sxsw', 'shareable']",[],False,"['u', 'iphone', 'dont', 'need', 'caruse', 'zimride', 'etc', 'share', 'ride']"
200,"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",0,['sxsw'],[],False,"['ive', 'seen', 'lot', 'tablet', 'every', 'single', 'one', 'ipad']"
201,Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,0,['sxsw'],[],False,"['receiving', 'lot', 'message', 'telling', 'im', 'sexy', 'response', 'post', 'looking', 'meet', 'fellow', 'christian', 'iphone', 'devs']"
202,Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,1,['sxsw'],[],False,"['picked', 'mophie', 'battery', 'case', 'iphone', 'prep', 'lugging', 'around', 'laptop', 'using', 'phone', 'wa', 'huge', 'win', 'last', 'year']"
203,"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,['sxsw'],[':P'],False,"['thats', 'news']"
204,"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",0,['sxsw'],[],False,"['took', 'piss', 'trade', 'show', 'ipad', 'one', 'hand', 'iphone', 'pissing', 'kiiiiiilling', 'right']"
205,"Not to be a rumor monger, but this was a good read  _ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",1,"['google', 'circles', 'sxsw', 'socbiz', 'fb']",[],False,"['rumor', 'monger', 'wa', 'good', 'read', 'preview', 'link', 'via']"
206,HOBO WITH A SHOTGUN iPhone game {link} #sxsw,0,['sxsw'],[],False,"['hobo', 'shotgun', 'iphone', 'game', 'link']"
207,Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,1,['sxsw'],[],True,"['hobo', 'shotgun', 'video', 'game', 'coming', 'ipad', 'iphone', 'user', 'yes', 'please', 'link']"
208,build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,1,"['apple', 'sxsw', 'ipad2']",[],False,"['build', 'store', 'le', 'hour', 'one', 'biggest', 'launch', 'companys', 'history', 'got']"
209,Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,0,"['sxsw', 'gsdm']",[],False,"['took', 'survey', 'iphone', 'starbucks', 'line', 'got', 'free', 'starbucks', 'gift', 'card', 'instant', 'research', 'instant', 'gratification']"
210,Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,0,"['sxsw', 'sxswi', 'ipad2']",[],False,"['apple', 'ha', 'temporary', 'retail', 'store', 'austin', 'ipad', 'release', 'today', 'open', 'pm']"
211,Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,1,"['group', 'sxsw']",[],True,"['read', 'sound', 'like', 'incredible', 'app', 'available', 'android', 'phone', 'yet']"
212,Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},0,['sxsw'],[],False,"['wondering', 'circle', 'google', 'reveal', 'new', 'social', 'network', 'link']"
213,"google is about search, but local' marissa mayer #sxsw",0,['sxsw'],[],False,"['google', 'search', 'local', 'marissa', 'mayer']"
214,Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,0,"['sxsw', 'austin']",[],False,"['wondering', 'street', 'closure', 'sxsw', 'made', 'google', 'map', 'show', 'link']"
215,Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,0,"['sxsw', 'google']",[],False,"['google', 'another', 'go', 'social', 'google', 'circle']"
216,Questions about what's inside the iPad 2? Fire them my way. #sxsw,0,['sxsw'],[],False,"['question', 'whats', 'inside', 'ipad', 'fire', 'way']"
217,Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,0,"['eduar', 'sxsw']",[],False,"['paraormal', 'activity', 'sanctuary', 'iphone', 'game', 'sketching', 'ar', 'experience', 'interactivity', 'magic', 'lense']"
